"","Site_code","Date","WY","ppt_pM","tmax_pM","tmin_pM","tavg_pM","vpdmin_pM","vpdmax_pM"
"2354","DC 15",2012-02-01,2012,56.7970009,15.3070002,3.404,9.3550005,1.322,10.823
"2355","DC 15",2012-03-01,2012,349.7789917,13.8940001,4.513,9.2030001,1.0089999,8.1990004
"2356","DC 15",2012-04-01,2012,171.8580017,18.6310005,6.7180004,12.6740007,1.381,12.8509998
"2357","DC 15",2012-05-01,2012,5.1634998,24.9629993,9.9020004,17.4320011,2.9200001,22.8150005
"2358","DC 15",2012-06-01,2012,10.6590004,28.4470005,12.1260004,20.2860012,4.2020001,30.3360004
"2359","DC 15",2012-07-01,2012,0.691,32.4490013,15.6190004,24.0340004,6.8109999,38.1739998
"2360","DC 15",2012-08-01,2012,0,34.8889999,17.6060009,26.2470016,9.9989996,46.5730019
"2361","DC 15",2012-09-01,2012,0,31.9060001,15.295001,23.6000004,8.1680002,36.8450012
"2362","DC 15",2012-10-01,2013,39.9059982,24.1200008,10.6960001,17.4080009,3.6860001,20.8279991
"2363","DC 15",2012-11-01,2013,239.2839966,17.0249996,7.3700004,12.1970005,0.916,9.7080002
"2364","DC 15",2012-12-01,2013,377.3183899,11.3409996,2.993,7.1660004,0.312,5.099
"2365","DC 15",2013-01-01,2013,26.7240009,12.8199997,1.493,7.1560001,0.914,8.4650002
"2366","DC 15",2013-02-01,2013,18.1660004,15.3590002,2.5330002,8.9460001,1.459,11.1409998
"2367","DC 15",2013-03-01,2013,74.9609985,18.8689995,6.2350001,12.5510006,1.502,13.5880003
"2368","DC 15",2013-04-01,2013,31.7250004,22.1560001,8.3540001,15.2550011,2.5020001,18.6779995
"2369","DC 15",2013-05-01,2013,18.7880001,25.0300007,10.8640003,17.9470005,3.2780001,22.7520008
"2370","DC 15",2013-06-01,2013,37.6150017,29.6870003,14.104001,21.8950005,4.033,31.1450005
"2371","DC 15",2013-07-01,2013,0,34.5550003,17.8600006,26.2070007,9.1560001,43.6710014
"2372","DC 15",2013-08-01,2013,0.439,31.6970005,15.4700003,23.5830002,7.013,36.7709999
"2373","DC 15",2013-09-01,2013,32.2540016,28.0020008,13.6490011,20.8250008,4.5749998,28.0699997
"2374","DC 15",2013-10-01,2014,5.0669999,24.0119991,9.2250004,16.618,4.79,23.3069992
"2375","DC 15",2013-11-01,2014,41.8699989,19.2759991,6.2170005,12.7460003,2.7049999,15.6400003
"2376","DC 15",2013-12-01,2014,12.3990002,14.6420002,1.595,8.118,2.016,11.7180004
"2377","DC 15",2014-01-01,2014,32.6539993,18.6989994,5.881,12.2890005,3.7149999,15.941
"2378","DC 15",2014-02-01,2014,281.2690125,15.3520002,5.5590005,10.4550009,0.981,9.2250004
"2379","DC 15",2014-03-01,2014,194.1230011,18.3040009,7.1250005,12.7140007,1.925,13.0839996
"2380","DC 15",2014-04-01,2014,59.2770004,21.0100002,7.8060002,14.4080009,1.899,16.7929993
"2381","DC 15",2014-05-01,2014,10.3299999,25.9540005,11.1660004,18.5600014,3.97,25.8139992
"2382","DC 15",2014-06-01,2014,0,30.6350002,13.7980003,22.2160015,6.0170002,35.4640007
"2383","DC 15",2014-07-01,2014,0,34.2029991,18.2750015,26.2390003,8.4569998,42.2739983
"2384","DC 15",2014-08-01,2014,2.188,32.0390015,16.9760017,24.5070019,6.8850002,36.2340012
"2385","DC 15",2014-09-01,2014,22.8360004,30.2049999,15.1540003,22.6790009,6.75,33.0950012
"2386","DC 15",2014-10-01,2015,30.4559994,25.6380005,11.9230003,18.7800007,4.6170001,24.1350002
"2387","DC 15",2014-11-01,2015,124.8310013,17.5219994,6.8180003,12.1690006,1.081,10.4680004
"2388","DC 15",2014-12-01,2015,320.5280151,13.4189997,5.9970002,9.7070007,0.295,5.4559999
"2389","DC 15",2015-01-01,2015,0.802,15.9870005,4.368,10.177,0.885,9.9460001
"2390","DC 15",2015-02-01,2015,107.1340027,18.6149998,6.8030005,12.7090006,1.4069999,12.2489996
"2391","DC 15",2015-03-01,2015,18.052,21.1550007,7.8410006,14.4980011,2.0899999,15.9860001
"2392","DC 15",2015-04-01,2015,75.8889999,21.1410007,7.0330005,14.0870008,2.0020001,17.4979992
"2393","DC 15",2015-05-01,2015,5.1350002,23.8390007,9.7320004,16.7849998,1.892,20.0790005
"2394","DC 15",2015-06-01,2015,6.664,31.9810009,15.3450003,23.663002,6.54,37.0670013
"2395","DC 15",2015-07-01,2015,0.856,32.5810013,17.4120007,24.9960003,7.448,37.6199989
"2396","DC 15",2015-08-01,2015,0,32.4329987,16.2560005,24.3440018,7.8390002,38.5760002
"2397","DC 15",2015-09-01,2015,2.1240001,30.5720005,15.2960005,22.9340019,8.8059998,36.5110016
"2398","DC 15",2015-10-01,2016,11.1569996,26.3309994,13.1210003,19.7250004,4.8369999,24.6989994
"2399","DC 15",2015-11-01,2016,102.5149994,15.5319996,4.1360002,9.8330002,1.194,10.2309999
"2400","DC 15",2015-12-01,2016,224.5119934,11.3120003,2.4840002,6.8980002,0.457,5.7350001
"2401","DC 15",2016-01-01,2016,298.6839905,12.4790001,4.6470003,8.5630007,0.348,5.3119998
"2402","DC 15",2016-02-01,2016,47.4920006,18.132,5.7450004,11.9380007,1.576,13.0129995
"2403","DC 15",2016-03-01,2016,328.1459961,16.8139992,6.4890003,11.651001,0.846,9.8260002
"2404","DC 15",2016-04-01,2016,45.8499985,21.4039993,8.3330002,14.868001,1.819,15.835
"2405","DC 15",2016-05-01,2016,28.0939999,23.9829998,10.8380003,17.4100018,2.3529999,19.7919998
"2406","DC 15",2016-06-01,2016,0.497,30.9950008,14.762001,22.8780003,5.7600002,35.5900002
"2407","DC 15",2016-07-01,2016,0,33.5589981,16.3080006,24.9330006,9.6759996,42.5769997
"2408","DC 15",2016-08-01,2016,0,33.2270012,16.125,24.6760006,8.8260002,40.9900017
"2409","DC 15",2016-09-01,2016,0,29.9109993,13.9910011,21.9510002,7.1869998,33.6590004
"2410","DC 15",2016-10-01,2017,219.6499939,21.4050007,10.4130001,15.9090004,2.4560001,15.9399996
"2411","DC 15",2016-11-01,2017,134.8159943,17.3869991,7.0140004,12.2000008,0.939,10.533
"2412","DC 15",2016-12-01,2017,238.7380066,12.1260004,2.3640001,7.2450004,0.357,6.0879998
"2413","DC 15",2017-01-01,2017,504.901001,10.875,2.973,6.9240003,0.347,4.4580002
"2414","DC 15",2017-02-01,2017,439.5450134,13.6280003,5.7960005,9.7120008,0.502,6.1199999
"2415","DC 15",2017-03-01,2017,136.3529968,17.6369991,6.5020003,12.0690002,1.058,11.3210001
"2416","DC 15",2017-04-01,2017,174.772995,17.8840008,6.9510002,12.4170008,1.105,11.7880001
"2417","DC 15",2017-05-01,2017,5.7509999,25.4850006,10.7740002,18.1290016,2.664,22.2830009
"2418","DC 15",2017-06-01,2017,14.0620003,30.3519993,14.887001,22.6190014,4.1020002,31.8220005
"2419","DC 15",2017-07-01,2017,0,35.2540016,18.1560001,26.7050018,8.6719999,45.8919983
"2420","DC 15",2017-08-01,2017,0,34.4770012,18.4100018,26.4430008,7.1409998,39.9720001
"2421","DC 15",2017-09-01,2017,2.4879999,29.8360004,15.486001,22.6610012,6.9219999,32.0660019
"2422","DC 15",2017-10-01,2018,18.3250008,25.6480007,10.1970005,17.9220009,5.3920002,25.8150005
"2423","DC 15",2017-11-01,2018,255.8950043,16.1580009,7.4890003,11.8230009,0.395,7.4250002
"2424","DC 15",2017-12-01,2018,19.6079998,15.6479998,3.3260002,9.4860001,1.416,11.3249998
"2425","DC 15",2018-01-01,2018,212.9069977,14.8179998,5.0210004,9.9190006,0.685,7.5430002
"2426","DC 15",2018-02-01,2018,27.0669994,16.0820007,2.8940001,9.4880009,1.817,12.6070004
"2427","DC 15",2018-03-01,2018,340.6990051,15.0179996,4.4860001,9.7510004,0.865,9.2740002
"2428","DC 15",2018-04-01,2018,133.0200043,20.0279999,7.4200006,13.7240009,1.505,14.7010002
"2429","DC 15",2018-05-01,2018,10.8690004,24.4370003,10.1520004,17.2940006,1.54,19.5200005
"2430","DC 15",2018-06-01,2018,0,30.125,13.0010004,21.5630016,4.283,33.2490005
"2431","DC 15",2018-07-01,2018,0,35.2400017,19.0540009,27.1470013,8.79,44.4269981
"2432","DC 15",2018-08-01,2018,0,32.8069992,15.9700012,24.3880005,7.7080002,39.7770004
"2433","DC 15",2018-09-01,2018,0,30.3409996,13.7580004,22.0490017,7.6220002,35.3040009
"2434","DC 15",2018-10-01,2019,21.2380009,25.0769997,11.1800003,18.1280003,5.1059999,23.5639992
"2435","DC 15",2018-11-01,2019,171.6519928,19.3269997,6.9530005,13.1400003,3.6889999,16.4039993
"2436","DC 15",2018-12-01,2019,94.6620026,13.2200003,3.5630002,8.3910007,0.55,7.1240001
"2437","DC 15",2019-01-01,2019,272.4750061,14.2110004,4.5970001,9.4040003,0.873,7.9489999
"2438","DC 15",2019-02-01,2019,454.697998,10.2860003,2.2470002,6.2660003,0.57,5.3909998
"2439","DC 15",2019-03-01,2019,180.9199982,14.5909996,5.1090002,9.8490009,0.97,8.7270002
"2440","DC 15",2019-04-01,2019,44.8349991,21.1809998,8.7639999,14.9723997,1.863,15.901
"2441","DC 15",2019-05-01,2019,124.8759995,21.2259998,8.5909996,14.9083996,1.262,15.217
"2442","DC 15",2019-06-01,2019,7.4050002,30.5450001,14.5100002,22.5275002,4.5079999,31.7759991
"2443","DC 15",2019-07-01,2019,0,32.9049988,16.8729992,24.8888988,6.4349999,38.6780014
"2444","DC 15",2019-08-01,2019,0,33.3040009,17.0559998,25.1800003,6.9990001,39.0369987
"2445","DC 15",2019-09-01,2019,53.3580017,28.4710007,13.8769999,21.1739998,5.368,29.4799995
"2446","DC 15",2019-10-01,2020,0.983,24.0839996,8.8509998,16.4673996,4.8670001,24.3980007
"2447","DC 15",2019-11-01,2020,35.2890015,19.9249992,6.8150001,13.3698997,3.3150001,17.2320004
"2448","DC 15",2019-12-01,2020,223.7200012,12.9759998,4.618,8.7968998,0.517,6.3239999
"2449","DC 15",2020-01-01,2020,98.7129974,12.823,4.0869999,8.4540005,0.464,6.1279998
"2450","DC 15",2020-02-01,2020,0.169,18.1509991,4.3119998,11.2313995,2.5209999,14.7799997
"2451","DC 15",2020-03-01,2020,148.5110016,15.2620001,4.2420001,9.7519999,1.248,10.2609997
"2452","DC 15",2020-04-01,2020,91.7799988,20.0189991,7.8200002,13.9193993,1.704,15.04
"2453","DC 15",2020-05-01,2020,79.2429962,24.8770008,11.1879997,18.0324993,3.1300001,22.9850006
"2454","DC 15",2020-06-01,2020,1.4220001,29.7159996,13.9790001,21.8473988,4.9060001,31.4680004
"2455","DC 15",2020-07-01,2020,0,33.6899986,17.0809994,25.3853989,7.7220001,41.1910019
"2456","DC 15",2020-08-01,2020,0,34.6450005,18.5249996,26.5849991,9.349,43.7299995
"2457","DC 15",2020-09-01,2020,0,32.0089989,16.6410007,24.3248997,10.1009998,38.026001
"2458","DC 15",2020-10-01,2021,0,28.7000008,13.5500002,21.125,9.29,33.0940018
"2459","DC 15",2020-11-01,2021,89.7269974,17.5620003,5.1300001,11.3459997,2.8299999,14.4750004
"2460","DC 15",2020-12-01,2021,85.875,14.776,3.3080001,9.0419998,1.679,10.2889996
"2461","DC 15",2021-01-01,2021,135.963089,13.4133997,3.8572998,8.6352997,1.3269,8.3141003
"2462","DC 15",2021-02-01,2021,74.0621948,15.1309996,3.6701,9.4004993,1.4053999,10.3835993
"2463","DC 15",2021-03-01,2021,98.0312958,15.8008995,3.7903998,9.7955999,1.6825999,11.8901997
"2464","DC 15",2021-04-01,2021,7.3325996,22.5905991,7.0660996,14.8282995,2.5851998,20.6061993
"2465","DC 15",2021-05-01,2021,1.6928999,26.8719997,10.4769001,18.6744003,3.7047,27.9813995
"2466","DC 15",2021-06-01,2021,0,32.4228973,15.5586996,23.9906998,6.2925,40.3386993
"2467","DC 15",2021-07-01,2021,0,35.8830986,18.7686005,27.3257999,9.8385,49.6240997
"2468","DC 15",2021-08-01,2021,0,33.7574997,17.4373989,25.5973988,8.5992994,42.678299
"2469","DC 15",2021-09-01,2021,13.1527996,31.6689987,15.2792997,23.4741001,6.9498,38.716198
"2470","DC 15",2021-10-01,2022,315.6315002,21.4584999,9.934,15.6961994,3.2709999,17.3234997
"2471","DC 15",2021-11-01,2022,51.7561989,17.5345001,6.9482999,12.2413998,0.9384,9.6622
"2472","DC 15",2021-12-01,2022,334.7420959,10.7988997,3.1181998,6.9584999,0.5167999,5.1903996
"2473","DC 15",2022-01-01,2022,25.3710995,15.4933996,3.4218998,9.4575996,1.4239006,10.8913002
"2474","DC 15",2022-02-01,2022,1.378,17.6190987,3.1987,10.4088001,2.5039001,15.2247
"2475","DC 15",2022-03-01,2022,35.8227005,19.6156998,6.5109997,13.0633001,2.1027,15.6650991
"2476","DC 15",2022-04-01,2022,127.4403,19.6075001,6.599,13.1032,1.8849002,16.4484997
"2477","DC 15",2022-05-01,2022,5.3511,24.1197987,9.4225998,16.7710991,3.9040997,23.7640991
"2478","DC 15",2022-06-01,2022,22.8563995,29.9188995,15.1104994,22.5145988,7.0562997,34.5025978
"2479","DC 15",2022-07-01,2022,0,33.7589989,17.3885002,25.5737,9.2226992,43.3900986
"2480","DC 15",2022-08-01,2022,0,34.3848,18.4744987,26.4295998,9.7448988,43.9665985
"2481","DC 15",2022-09-01,2022,33.9931984,31.6819992,17.0686989,24.3752995,8.8866987,38.9993973
"2482","DC 15",2022-10-01,2023,0,27.1773987,12.3456993,19.7614994,6.2314997,28.1985989
"2483","DC 15",2022-11-01,2023,101.2253952,15.3018999,3.7805998,9.5411997,1.8725003,11.2487993
"2484","DC 15",2022-12-01,2023,372.1394043,11.2307997,2.9503,7.0904999,0.378,5.1840997
"2485","DC 16",2000-01-01,2000,227.0939941,13.0100002,5.3960004,9.2030001,0.587,5.2189999
"2486","DC 16",2000-02-01,2000,374.4299927,14.0970001,6.3420005,10.2190008,0.581,5.8759999
"2487","DC 16",2000-03-01,2000,108.8619995,17.2399998,6.0920005,11.6660004,1.546,10.7989998
"2488","DC 16",2000-04-01,2000,54.125,21.7560005,8.7130003,15.2340012,2.2639999,16.5620003
"2489","DC 16",2000-05-01,2000,46.1259995,24.25,11.4040003,17.8270016,2.2390001,19.6270008
"2490","DC 16",2000-06-01,2000,8.9320002,31.302,15.1870003,23.2440014,4.9130001,33.8100014
"2491","DC 16",2000-07-01,2000,0,30.9160004,14.8730011,22.894001,5.27,33.0349998
"2492","DC 16",2000-08-01,2000,0,32.6090012,17.2770004,24.9430008,8.3699999,38.2229996
"2493","DC 16",2000-09-01,2000,25.3959999,28.3349991,14.6960011,21.5150013,5.7789998,27.7350006
"2494","DC 16",2000-10-01,2001,91.3379974,22.1720009,10.7880001,16.4800014,2.73,16.4750004
"2495","DC 16",2000-11-01,2001,37.7159996,14.5710001,4.151,9.3610001,0.802,8.3109999
"2496","DC 16",2000-12-01,2001,38.4790001,14.3620005,4.4890003,9.4250002,0.657,7.6599998
"2497","DC 16",2001-01-01,2001,115.6869965,13.2229996,2.8770001,8.0490007,0.945,7.796
"2498","DC 16",2001-02-01,2001,166.0399933,12.8610001,4.381,8.6210003,1.1109999,7.3629999
"2499","DC 16",2001-03-01,2001,67.848999,19.2169991,7.8280005,13.5220003,1.317,12.1370001
"2500","DC 16",2001-04-01,2001,62.6450005,18.2380009,6.4070005,12.3220005,1.416,12.3979998
"2501","DC 16",2001-05-01,2001,0.115,29.6219997,14.0340004,21.828001,5.6079998,30.7840004
"2502","DC 16",2001-06-01,2001,5.3860002,30.2110004,15.3830004,22.7970009,7.2480001,33.4920006
"2503","DC 16",2001-07-01,2001,0,32.355999,16.2940006,24.3240013,6.414,35.9420013
"2504","DC 16",2001-08-01,2001,0,33.2480011,16.5279999,24.8880005,7.7540002,39.2799988
"2505","DC 16",2001-09-01,2001,11.5179996,29.9769993,14.6900005,22.3330002,5.1110001,30.2770004
"2506","DC 16",2001-10-01,2002,39.5379982,26.3540001,12.8500004,19.6020012,6.309,24.7049999
"2507","DC 16",2001-11-01,2002,153.3739929,17.7700005,8.6610003,13.2150002,1.064,9.4870005
"2508","DC 16",2001-12-01,2002,265.8909912,11.6330004,4.888,8.2600002,0.371,4.1760001
"2509","DC 16",2002-01-01,2002,100.5360031,11.849,3.0920002,7.4700003,0.402,5.1300001
"2510","DC 16",2002-02-01,2002,72.6279984,16.2099991,5.105,10.6570005,1.1289999,9.3430004
"2511","DC 16",2002-03-01,2002,147.5119934,16.6289997,4.8470001,10.7370005,1.767,11.3269997
"2512","DC 16",2002-04-01,2002,22.0599995,20.1270008,8.5980005,14.3620005,1.4220001,13.0439997
"2513","DC 16",2002-05-01,2002,42.6829987,24.0209999,9.7460003,16.8830013,1.962,20.0760002
"2514","DC 16",2002-06-01,2002,0,30.8059998,14.2440004,22.5250015,4.4640002,31.8549995
"2515","DC 16",2002-07-01,2002,0,33.9910011,17.2600002,25.6250019,6.4530001,39.4360008
"2516","DC 16",2002-08-01,2002,0,32.3419991,15.3990011,23.8700008,6.4109998,36.6899986
"2517","DC 16",2002-09-01,2002,0,30.8209991,15.7740011,23.2970009,10.3699999,35.6349983
"2518","DC 16",2002-10-01,2003,0,24.2490005,10.2950001,17.2720013,4.5679998,21.5349998
"2519","DC 16",2002-11-01,2003,91.3379974,18.816,7.7640004,13.2900009,2.194,12.5100002
"2520","DC 16",2002-12-01,2003,337.901001,13.2799997,5.6050005,9.4420004,0.893,6.329
"2521","DC 16",2003-01-01,2003,85.2149963,15.1289997,6.3480005,10.7380009,0.345,5.8109999
"2522","DC 16",2003-02-01,2003,55.8069992,15.0939999,4.598,9.8450003,1.102,8.4049997
"2523","DC 16",2003-03-01,2003,99.2979965,17.7269993,6.4010005,12.0630007,1.255,10.6120005
"2524","DC 16",2003-04-01,2003,153.2420044,15.6059999,6.2090001,10.9070005,0.882,8.2110004
"2525","DC 16",2003-05-01,2003,52.7019997,23.6940002,9.802,16.7480011,1.6390001,17.9659996
"2526","DC 16",2003-06-01,2003,0,30.6399994,14.3310003,22.4850006,3.757,30.316
"2527","DC 16",2003-07-01,2003,0,35.3510017,19.2560005,27.3030014,9.6529999,44.5499992
"2528","DC 16",2003-08-01,2003,39.2939987,31.4160004,16.5799999,23.9980011,5.1420002,32.9339981
"2529","DC 16",2003-09-01,2003,0.016,31.4449997,15.762001,23.6030006,6.5799999,34.2519989
"2530","DC 16",2003-10-01,2004,2.2279999,27.8969994,12.9110003,20.4030018,6.605,28.1669998
"2531","DC 16",2003-11-01,2004,104.0699997,14.7489996,5.2880001,10.0180006,0.924,7.8390002
"2532","DC 16",2003-12-01,2004,249.3099976,12.9420004,5.4610004,9.2010002,0.504,5.6570001
"2533","DC 16",2004-01-01,2004,93.3639984,11.6780005,3.7130001,7.6950002,0.525,5.1360002
"2534","DC 16",2004-02-01,2004,191.802002,13.684,5.0610003,9.3720007,0.841,7.184
"2535","DC 16",2004-03-01,2004,36.7420006,21.8220005,9.0780001,15.4500008,2.684,16.2870007
"2536","DC 16",2004-04-01,2004,11.9379997,22.1590004,9.1230001,15.6410007,3.1589999,18.9279995
"2537","DC 16",2004-05-01,2004,7.5879998,25.1560001,10.4320002,17.7940006,2.615,21.8349991
"2538","DC 16",2004-06-01,2004,0,30.375,14.1490011,22.262001,4.1849999,31.2819996
"2539","DC 16",2004-07-01,2004,0,32.9970016,17.0310001,25.0140018,6.7119999,37.7260017
"2540","DC 16",2004-08-01,2004,0,32.5400009,16.5130005,24.526001,7.4369998,37.1459999
"2541","DC 16",2004-09-01,2004,7.9840002,30.0380001,15.0970011,22.5670013,8.8260002,33.4850006
"2542","DC 16",2004-10-01,2005,115.7679977,22.3290005,11.1120005,16.7200012,3.6099999,17.7320004
"2543","DC 16",2004-11-01,2005,83.6350021,16.0419998,5.7320004,10.8870001,0.953,9.1730003
"2544","DC 16",2004-12-01,2005,177.0630035,13.7600002,3.9890001,8.8740005,0.74,7.4260001
"2545","DC 16",2005-01-01,2005,147.727005,11.1529999,3.8090003,7.4810004,0.353,4.0960002
"2546","DC 16",2005-02-01,2005,82.0289993,15.8739996,6.8420005,11.3580008,0.934,7.5689998
"2547","DC 16",2005-03-01,2005,180.9450073,18.2180004,7.5130005,12.8650007,1.36,11.3990002
"2548","DC 16",2005-04-01,2005,42.8069992,18.6660004,6.9320002,12.7990007,1.175,11.9350004
"2549","DC 16",2005-05-01,2005,109.5429993,22.6669998,11.0550003,16.8610001,1.216,15.1160002
"2550","DC 16",2005-06-01,2005,29.0799999,26.0919991,11.9820004,19.0360012,1.688,22.5049992
"2551","DC 16",2005-07-01,2005,0,35.243,19.0090008,27.1260014,6.1900001,40.9329987
"2552","DC 16",2005-08-01,2005,0,34.2400017,18.2110004,26.2250004,9.1529999,41.9220009
"2553","DC 16",2005-09-01,2005,5.448,28.3349991,13.1450005,20.7390003,4.8579998,28.4519997
"2554","DC 16",2005-10-01,2006,25.7989998,23.7859993,11.4250002,17.6050014,3.757,19.1539993
"2555","DC 16",2005-11-01,2006,79.1930008,18.8029995,7.9510002,13.3760004,1.853,12.5349998
"2556","DC 16",2005-12-01,2006,394.0480042,13.4469995,5.5130005,9.4800005,0.353,5.2150002
"2557","DC 16",2006-01-01,2006,166.9700012,13.6999998,5.4400001,9.5690002,0.374,6.3520002
"2558","DC 16",2006-02-01,2006,98.0979996,16.3320007,4.605,10.4680004,1.154,11.059
"2559","DC 16",2006-03-01,2006,267.894989,12.3739996,4.0910001,8.2320004,0.604,6.585
"2560","DC 16",2006-04-01,2006,191.2779999,17.3369999,8.1590004,12.7480001,0.621,8.8879995
"2561","DC 16",2006-05-01,2006,22.7870007,26.118,11.7130003,18.9150009,2.082,22.7339993
"2562","DC 16",2006-06-01,2006,0,31.2700005,15.8760004,23.5730019,4.7290001,32.8209991
"2563","DC 16",2006-07-01,2006,0,35.4650002,19.6830006,27.5740013,10.1490002,45.3330002
"2564","DC 16",2006-08-01,2006,0,31.9090004,15.7630005,23.8360004,6.6799998,35.769001
"2565","DC 16",2006-09-01,2006,0,30.1240005,14.7410011,22.4320011,7.8379998,32.7360001
"2566","DC 16",2006-10-01,2007,4.8280001,23.2509995,9.8240004,16.5370007,3.9649999,19.7889996
"2567","DC 16",2006-11-01,2007,85.6159973,16.2420006,6.9590001,11.6000004,0.629,7.559
"2568","DC 16",2006-12-01,2007,144.0429993,13.2440004,3.9760001,8.6100006,0.96,7.6490002
"2569","DC 16",2007-01-01,2007,11.3850002,13.7709999,0.9590001,7.3640003,1.451,10.1700001
"2570","DC 16",2007-02-01,2007,228.1970062,14.4259996,5.4530001,9.9390001,0.896,7.737
"2571","DC 16",2007-03-01,2007,22.6809998,20.4519997,7.7150002,14.0830011,1.878,14.6120005
"2572","DC 16",2007-04-01,2007,67.776001,20.7180004,7.7840004,14.2510004,1.8049999,15.2489996
"2573","DC 16",2007-05-01,2007,21.441,26.3290005,10.8030005,18.566,2.9100001,24.7280006
"2574","DC 16",2007-06-01,2007,2.211,30.0799999,13.8050003,21.9420013,4.4629998,32.7879982
"2575","DC 16",2007-07-01,2007,0.104,33.0180016,16.493,24.7550011,6.1350002,38.2410011
"2576","DC 16",2007-08-01,2007,0,33.0439987,16.7220001,24.8820019,8.2869997,39.4799995
"2577","DC 16",2007-09-01,2007,17.0769997,27.3799992,13.4840002,20.4310017,4.4959998,26.2059994
"2578","DC 16",2007-10-01,2008,60.7000008,21.4629993,10.3620005,15.9120007,2.3540001,15.2049999
"2579","DC 16",2007-11-01,2008,33.7519989,19.9759998,7.5810003,13.7780008,2.1630001,14.2340002
"2580","DC 16",2007-12-01,2008,166.2559967,11.5050001,2.585,7.0450006,0.654,6.2309999
"2581","DC 16",2008-01-01,2008,234.477005,10.6569996,2.6250002,6.6400003,0.512,5.7420001
"2582","DC 16",2008-02-01,2008,112.9810028,14.3940001,4.3610001,9.3770008,1.168,8.7770004
"2583","DC 16",2008-03-01,2008,18.5340004,18.3379993,6.0150003,12.1760006,1.895,13.4090004
"2584","DC 16",2008-04-01,2008,6.9330001,20.6499996,5.9280005,13.2890005,2.6719999,18.2339993
"2585","DC 16",2008-05-01,2008,3.651,25.5610008,11.2550001,18.4080009,4.1960001,23.8600006
"2586","DC 16",2008-06-01,2008,0,30.6259995,14.2300005,22.427002,6.4050002,34.3230019
"2587","DC 16",2008-07-01,2008,0,33.5550003,17.0160007,25.2850018,6.9850001,39.3510017
"2588","DC 16",2008-08-01,2008,0,33.9679985,17.8220005,25.894001,9.2919998,41.3479996
"2589","DC 16",2008-09-01,2008,0,31.0990009,15.3190012,23.2090015,9.1359997,36.0149994
"2590","DC 16",2008-10-01,2009,40.4980011,25.4160004,11.9420004,18.6790009,5.8189998,24.243
"2591","DC 16",2008-11-01,2009,79.447998,18.7000008,8.5270004,13.6130009,1.109,10.5790005
"2592","DC 16",2008-12-01,2009,113.8980026,11.1709995,2,6.5850005,0.324,5.6409998
"2593","DC 16",2009-01-01,2009,57.9589996,14.9449997,3.9070003,9.4250002,1.3660001,9.9289999
"2594","DC 16",2009-02-01,2009,175.5330048,13.9429998,5.3920002,9.6670008,1.1,8.0170002
"2595","DC 16",2009-03-01,2009,111.6539993,16.8470001,5.5770001,11.2120008,1.66,11.4169998
"2596","DC 16",2009-04-01,2009,15.0690002,20.3670006,6.8810005,13.6240005,2.8099999,17.1509991
"2597","DC 16",2009-05-01,2009,80.6090012,26.4470005,12.2550001,19.3510017,2.7320001,23.1130009
"2598","DC 16",2009-06-01,2009,19.6809998,27.8519993,13.3100004,20.5800018,3.0650001,26.0750008
"2599","DC 16",2009-07-01,2009,0,34.0079994,17.1310005,25.5690022,8.007,41.5569992
"2600","DC 16",2009-08-01,2009,0,32.4140015,16.7460003,24.5800018,7.368,37.3289986
"2601","DC 16",2009-09-01,2009,3.711,31.5149994,16.7150002,24.1140003,8.9300003,35.8779984
"2602","DC 16",2009-10-01,2010,64.5749969,21.7189999,10.0930004,15.9060011,3.118,15.9130001
"2603","DC 16",2009-11-01,2010,44.7200012,17.6270008,6.5540004,12.0900002,1.368,11.5
"2604","DC 16",2009-12-01,2010,114.6490021,11.7110004,2.96,7.3350005,0.666,5.8449998
"2605","DC 16",2010-01-01,2010,215.5529938,12.3039999,5.5190001,8.9110003,0.775,5.4099998
"2606","DC 16",2010-02-01,2010,92.1289978,14.6689997,6.4330001,10.5500002,0.611,6.6570001
"2607","DC 16",2010-03-01,2010,80.5999985,16.8299999,5.8180003,11.3240004,1.3789999,11.0979996
"2608","DC 16",2010-04-01,2010,177.522995,16.3180008,6.2170005,11.2670002,0.916,9.9519997
"2609","DC 16",2010-05-01,2010,56.2410011,20.4810009,7.9990005,14.2400007,1.7,15.2419996
"2610","DC 16",2010-06-01,2010,0.557,28.3959999,14.262001,21.3290005,3.3429999,26.2210007
"2611","DC 16",2010-07-01,2010,0,33.2070007,16.5100002,24.8580017,4.9910002,36.8269997
"2612","DC 16",2010-08-01,2010,0.382,31.4680004,15.4350004,23.4510002,6.2820001,35.3110008
"2613","DC 16",2010-09-01,2010,0,29.9260006,15.3240004,22.6250019,7.4060001,31.6110001
"2614","DC 16",2010-10-01,2011,135.2409973,23.6369991,12.8850002,18.2600002,3.9779999,18.7380009
"2615","DC 16",2010-11-01,2011,147.7819977,16.4669991,6.6450005,11.5550003,1.441,10.335
"2616","DC 16",2010-12-01,2011,317.2860107,13.2189999,6.4270005,9.8230009,0.358,4.849
"2617","DC 16",2011-01-01,2011,54.243,12.7840004,3.164,7.9740005,0.373,6.1810002
"2618","DC 16",2011-02-01,2011,167.5180054,14.0360003,3.5290003,8.7820005,1.619,9.776
"2619","DC 16",2011-03-01,2011,328.1419983,13.9139996,6.2300005,10.0720005,0.739,7.1630001
